Date,Region,TV_Spend,SocialMedia_Spend,GoogleAds_Spend,Influencer_Spend,Email_Spend,Total_Sales
2023-07-30,East,92533,33324,23873,35593,4765,526057
2023-07-30,West,51828,30674,73112,26330,3222,609663
2023-07-30,Central,51917,13982,37570,13302,13434,364838
2023-07-31,North,70618,55283,68223,17907,8549,669975
2023-07-31,South,82254,25790,37157,29430,14091,561745
2023-07-31,East,97362,22205,65565,12181,14515,629788
2023-07-31,West,70128,34338,24460,17875,2410,450335
2023-07-31,Central,109383,22748,68084,32219,13191,786685
2023-08-01,North,115545,31097,20352,20005,4945,531034
2023-08-01,South,132180,13092,76095,19245,10102,756372
2023-08-01,East,137958,32692,41586,11457,6786,676276
2023-08-01,West,59865,33862,25344,11749,11069,402485
2023-08-01,Central,52219,34860,24507,38064,2786,457643
2023-08-02,North,89809,23971,57598,14821,4109,578030
2023-08-02,South,55287,24616,63988,37761,7446,632690
2023-08-02,East,84387,14933,52885,18119,7835,511028
2023-08-02,West,58512,14926,36865,12664,3986,373864
2023-08-02,Central,51342,35763,57055,34281,10126,634717
2023-08-03,North,113076,13969,47213,36821,11070,602479
2023-08-03,South,69216,45733,75954,29647,9300,733872
2023-08-03,East,143070,14319,77450,9382,11799,797465
2023-08-03,West,129767,51743,24477,21449,7709,706243
2023-08-03,Central,147829,49876,26533,22263,4403,728046
2023-08-04,North,76614,51909,69395,29643,10262,772553
2023-08-04,South,86258,30323,79976,14408,12502,682977
2023-08-04,East,143789,26428,43396,28606,6401,707934
2023-08-04,West,92078,44578,32755,32603,8701,660744
2023-08-04,Central,133524,30950,20865,10069,5295,550674
2023-08-05,North,146573,53041,31173,24623,10953,720792
2023-08-05,South,62219,51789,78905,21891,14875,741271
2023-08-05,East,50235,28293,58097,12704,4121,491740
2023-08-05,West,92929,16364,53371,33290,5582,624200
2023-08-05,Central,117444,45349,58524,32460,6197,742131
2023-08-06,North,58567,10691,31254,22509,11821,352965
2023-08-06,South,120792,40062,24018,22269,7700,617630
2023-08-06,East,115441,10931,25192,12975,9232,479977
2023-08-06,West,134555,55896,22015,11565,6288,636051
2023-08-06,Central,123698,41730,62618,27467,3085,795021
2023-08-07,North,55415,24226,23380,9870,12649,349000
2023-08-07,South,86159,23861,48343,23909,14587,587899
2023-08-07,East,93925,41301,23770,14117,13458,521145
2023-08-07,West,55951,58243,25829,6938,10645,481204
2023-08-07,Central,137388,32766,54381,33390,4621,747821
2023-08-08,North,58007,46174,65915,25128,10810,643820
2023-08-08,South,91832,51107,35545,36781,10828,697265
2023-08-08,East,108596,27695,38263,8465,4348,529207
2023-08-08,West,80523,51347,58140,5440,6874,623095
2023-08-08,Central,138861,13121,73260,10413,5036,759461
2023-08-09,North,136740,28257,63306,16663,12441,766215
2023-08-09,South,65524,38164,45675,24547,12913,615552
2023-08-09,East,69282,35491,78418,21126,4349,703986
2023-08-09,West,73930,33165,45362,5005,7743,485738
2023-08-09,Central,50077,58714,20148,12038,6432,411643
2023-08-10,North,70611,13748,21754,11414,8175,349008
2023-08-10,South,66984,43045,46745,27123,12186,610478
2023-08-10,East,64060,36553,27378,8970,9265,436171
2023-08-10,West,132985,54331,66359,16050,8103,846563
2023-08-10,Central,134056,40497,75833,7606,13012,794099
2023-08-11,North,93303,41308,40140,21482,9358,596078
2023-08-11,South,109207,49560,29371,38293,11263,706903
2023-08-11,East,125046,56686,46999,11337,4031,758228
2023-08-11,West,79287,20374,32779,38948,3249,511332
2023-08-11,Central,143709,14675,51075,29451,11487,732201
2023-08-12,North,89711,11170,50697,31265,8808,580422
2023-08-12,South,61954,51449,78268,30714,5556,743822
2023-08-12,East,123340,53485,74544,25875,10519,854636
2023-08-12,West,122101,22450,29795,18057,10988,578720
2023-08-12,Central,121520,20680,72204,37400,7299,824569
2023-08-13,North,137062,20068,58460,10922,13053,668552
2023-08-13,South,68574,45230,24218,8071,14952,482070
2023-08-13,East,59184,56418,57571,27025,12985,644157
2023-08-13,West,69096,36206,71529,32503,5094,696585
2023-08-13,Central,117728,10287,31672,28765,4977,572276
2023-08-14,North,84016,32337,74238,37782,2962,749667
2023-08-14,South,61246,30666,51042,23799,7725,541357
2023-08-14,East,95558,11161,55950,32476,7489,638071
2023-08-14,West,68381,59281,31009,21212,3268,528464
2023-08-14,Central,86455,45131,67096,14428,7279,703261
2023-08-15,North,142263,34535,39544,36419,2372,740348
2023-08-15,South,54018,42528,75728,13159,6380,630797
2023-08-15,East,61302,48751,49381,29310,12760,618108
2023-08-15,West,117506,26527,45287,11004,9617,642884
2023-08-15,Central,91157,50975,22586,16412,14934,567244
2023-08-16,North,104917,33853,22648,16755,13885,553910
2023-08-16,South,142738,24758,60081,24017,11796,794845
2023-08-16,East,146646,10244,38101,8890,8279,592604
2023-08-16,West,133122,13178,65312,33840,2095,762002
2023-08-16,Central,74519,41831,41692,22175,6369,572214
2023-08-17,North,146809,12176,27407,14191,5941,587627
2023-08-17,South,137487,47770,37254,5151,9021,663201
2023-08-17,East,106819,43654,35234,24447,11392,633162
2023-08-17,West,130910,36627,72726,27751,5944,860712
2023-08-17,Central,121324,56489,42211,34175,7868,792703
2023-08-18,North,55408,54910,49480,29288,7396,601682
2023-08-18,South,109379,34881,67780,17274,10041,767796
2023-08-18,East,75053,45422,77138,17218,2131,685547
2023-08-18,West,59446,21984,44846,28792,13307,523709
2023-08-18,Central,50922,33776,62503,7977,9290,548518
2023-08-19,North,148723,27755,77893,22226,11582,890782
2023-08-19,South,101356,17135,66193,34022,8516,691566
2023-08-19,East,60789,10320,68466,8793,11341,520598
2023-08-19,West,147720,47422,35321,6659,13702,697356
2023-08-19,Central,116656,38635,32646,21040,7906,635972
2023-08-20,North,94028,31684,74921,9270,13839,687415
2023-08-20,South,114484,33238,42117,18286,2807,615951
2023-08-20,East,82154,31889,79056,8603,2050,632239
2023-08-20,West,132870,40313,72392,22600,13400,872285
2023-08-20,Central,52336,42535,78706,7291,7277,598465
2023-08-21,North,117779,58899,24893,18123,2055,667624
2023-08-21,South,69029,20770,29476,8811,5664,389076
2023-08-21,East,109201,49321,37270,18347,2743,649439
2023-08-21,West,82265,30426,75006,36276,14730,784175
2023-08-21,Central,93872,54327,41702,20513,8030,643712
2023-08-22,North,96197,51777,71410,10142,10131,746659
2023-08-22,South,105180,56250,24382,28246,13068,664105
2023-08-22,East,73710,17498,21785,30507,2079,421510
2023-08-22,West,79486,49404,65798,31714,14664,754891
2023-08-22,Central,121907,50130,31735,17194,14132,685436
2023-08-23,North,121895,26395,50177,12526,4966,672422
2023-08-23,South,114435,59346,50712,24362,5728,755398
2023-08-23,East,90631,12537,76879,9595,6536,625276
2023-08-23,West,70103,29226,36679,35394,2125,535239
2023-08-23,Central,114772,25216,63013,20402,7813,705530
2023-08-24,North,64382,28613,55365,32140,10410,589728
2023-08-24,South,134291,13009,37064,27595,2947,622106
2023-08-24,East,53756,34368,50563,29911,14565,603928
2023-08-24,West,70609,39327,74042,30752,2594,706040
2023-08-24,Central,66478,24209,73450,24405,7030,633621
2023-08-25,North,89666,58443,53092,29220,2140,701364
2023-08-25,South,125683,25029,67928,38953,13085,845331
2023-08-25,East,149097,12077,77104,8447,5055,774003
2023-08-25,West,121315,23907,46867,15662,11822,643482
2023-08-25,Central,127834,46635,65382,9899,11068,815822
2023-08-26,North,64153,58920,53754,33582,6205,671453
2023-08-26,South,126325,14873,39502,6935,7171,536207
2023-08-26,East,62999,18635,20760,15335,9782,367780
2023-08-26,West,105318,43065,44142,22669,4660,640775
2023-08-26,Central,50814,55863,64653,13545,8856,623168
2023-08-27,North,126077,51804,61996,23269,8089,817671
2023-08-27,South,140474,43783,37290,12066,13582,724146
2023-08-27,East,52443,44152,25499,15712,7318,426073
2023-08-27,West,125993,51513,20364,20991,12221,655528
2023-08-27,Central,125916,39092,76921,26649,4552,845830
2023-08-28,North,123319,27653,39797,39315,5611,715919
2023-08-28,South,67368,42463,60795,35806,10062,661825
2023-08-28,East,65328,44028,52535,17210,3040,553903
2023-08-28,West,106942,50469,66300,39136,10506,830371
2023-08-28,Central,141751,30947,67176,20945,9603,786748
2023-08-29,North,149131,39978,36105,34665,13651,798057
2023-08-29,South,77306,32056,27939,18644,6172,491224
2023-08-29,East,135451,39007,33936,9917,13217,674377
2023-08-29,West,89915,53169,62029,24868,4946,726425
2023-08-29,Central,87219,58287,35863,16877,5236,596654
2023-08-30,North,130879,54632,32561,18224,5680,677538
2023-08-30,South,114644,58449,30447,8052,6807,651612
2023-08-30,East,110279,15543,50624,32272,13298,659925
2023-08-30,West,103028,31067,66940,35668,3537,735926
2023-08-30,Central,50126,55256,64646,22316,5872,654525
2023-08-31,North,102329,35097,32411,12240,3867,534547
2023-08-31,South,77632,52847,39465,36559,3161,623420
2023-08-31,East,115310,53512,58216,8238,5920,705000
2023-08-31,West,105176,13809,39642,5565,7693,499608
2023-08-31,Central,136066,32191,51262,26762,5882,725770
2023-09-01,North,94327,31267,50363,10558,12948,592207
2023-09-01,South,118904,17206,22107,21375,12104,519030
2023-09-01,East,53797,31057,27928,30710,9738,447416
2023-09-01,West,97882,38992,68002,16103,10456,701202
2023-09-01,Central,63718,56514,39317,20174,14620,589139
2023-09-02,North,84560,25995,69078,26793,8331,682524
2023-09-02,South,126589,58803,71981,32597,7182,927745
2023-09-02,East,72116,54439,45017,13753,11494,579137
2023-09-02,West,86244,23210,33528,11318,11386,509567
2023-09-02,Central,51645,27793,74158,38069,3526,703836
2023-09-03,North,97523,36270,33313,25151,10131,585761
2023-09-03,South,69256,15197,21559,13701,13796,345168
2023-09-03,East,103173,58321,70893,11962,6394,736290
2023-09-03,West,87430,17452,35167,35041,12440,549186
2023-09-03,Central,89282,51486,35343,12248,3158,554336
2023-09-04,North,113374,24859,58598,24829,6367,692142
2023-09-04,South,118244,37236,27523,7203,6630,566046
2023-09-04,East,61694,41899,69777,30370,5513,650639
2023-09-04,West,106264,42083,48439,15386,12270,660625
2023-09-04,Central,125060,12172,70842,5434,3144,647721
2023-09-05,North,147416,55926,35524,39474,2068,861420
2023-09-05,South,107545,26663,33285,29644,5717,569547
2023-09-05,East,89224,37540,30973,23288,13200,552303
2023-09-05,West,147945,29053,77434,8959,11018,820820
2023-09-05,Central,63224,21085,42694,16143,11361,456271
2023-09-06,North,90738,40564,55774,27540,11175,713035
2023-09-06,South,75150,34209,24302,34969,14768,519240
2023-09-06,East,113731,13981,70240,16561,14169,675214
2023-09-06,West,99688,31153,42391,27578,13526,660204
2023-09-06,Central,149929,15247,24611,17787,12532,582507
2023-09-07,North,123509,20553,29372,11512,12207,569317
2023-09-07,South,58577,30811,44312,15596,11644,484946
2023-09-07,East,58070,39845,34080,36746,12325,541924
2023-09-07,West,58666,16135,35082,24930,11231,434958
2023-09-07,Central,107761,15573,67409,35201,6723,699996
2023-09-08,North,86368,23731,62861,23687,6213,652028
2023-09-08,South,56783,17189,50677,35183,8413,538920
2023-09-08,East,91914,24541,40874,25758,5466,585808
2023-09-08,West,120507,53646,28378,6082,5026,630583
2023-09-08,Central,129026,21087,21597,35832,8998,626442
2023-09-09,North,117526,56435,31600,22976,14449,669778
2023-09-09,South,120835,12776,23747,10526,4747,462352
2023-09-09,East,95765,52079,33879,36086,9271,693026
2023-09-09,West,69956,37564,71822,26563,14454,697858
2023-09-09,Central,137895,38835,33017,11472,14587,675644
2023-09-10,North,96240,17697,44815,7775,8171,514726
2023-09-10,South,87148,24629,38964,20828,13687,539291
2023-09-10,East,144270,18386,48812,22974,5855,716233
2023-09-10,West,54757,27046,60200,27388,10753,541646
2023-09-10,Central,69097,18044,44714,20055,4203,477934
2023-09-11,North,60395,19615,38890,23615,5419,460212
2023-09-11,South,66241,57802,24725,27838,3144,545803
2023-09-11,East,77696,15060,63205,17464,4699,536872
2023-09-11,West,120480,20900,40684,12240,11743,567899
2023-09-11,Central,96163,15581,46325,9942,14213,527810
2023-09-12,North,69816,44782,77911,24622,2560,710571
2023-09-12,South,99840,30173,52542,18536,3187,652638
2023-09-12,East,102853,22997,66037,6600,5133,606077
2023-09-12,West,74917,53403,33092,10700,5411,518278
2023-09-12,Central,146731,56416,50382,15248,3689,830179
2023-09-13,North,71566,17148,59770,22093,6407,580860
2023-09-13,South,125452,28748,45457,24355,4423,653510
2023-09-13,East,112823,24022,26131,22177,3369,556513
2023-09-13,West,70806,30013,66029,24483,8007,649522
2023-09-13,Central,125520,48687,45215,5026,8728,679683
2023-09-14,North,51759,25886,32612,26706,10772,429054
2023-09-14,South,91949,35256,57305,29660,2976,662712
2023-09-14,East,142374,40005,33091,21258,6272,682701
2023-09-14,West,52482,16638,55103,37779,8497,561329
2023-09-14,Central,74442,47419,57089,29154,14801,679770
2023-09-15,North,83719,43377,49759,34684,12548,679658
2023-09-15,South,108066,50708,66022,20389,2118,749934
2023-09-15,East,143501,53116,72137,31324,3542,892197
2023-09-15,West,52079,46634,20559,32685,6862,532358
2023-09-15,Central,52717,26755,20713,32195,5043,425733
2023-09-16,North,109676,33382,57361,26797,2972,732953
2023-09-16,South,77952,59767,35184,10774,2915,536143
2023-09-16,East,136444,32394,35261,36633,8621,755167
2023-09-16,West,92460,12253,40372,5796,11629,465011
2023-09-16,Central,140397,47710,75355,33389,2586,928181
2023-09-17,North,122847,55098,52140,12188,10542,764548
2023-09-17,South,143607,10864,53024,28696,7625,749610
2023-09-17,East,139106,44036,77920,7024,9354,833917
2023-09-17,West,68449,50222,67342,12666,6591,628582
2023-09-17,Central,83536,23666,52544,11584,4562,539386
2023-09-18,North,114077,30955,20037,30462,8839,594321
2023-09-18,South,88258,55138,63032,32044,12062,763747
2023-09-18,East,98302,47997,32697,10285,10464,568997
2023-09-18,West,78865,26309,61420,12370,4927,543953
2023-09-18,Central,56645,14054,68698,22903,8195,535553
2023-09-19,North,88000,10935,51707,37499,14550,628865
2023-09-19,South,76737,54940,46016,37368,13631,716415
2023-09-19,East,61485,32778,54600,27995,8276,607016
2023-09-19,West,88565,53298,68285,27841,13233,823875
2023-09-19,Central,75522,58328,43984,9866,14140,632299
2023-09-20,North,115155,58924,25167,18566,11956,651180
2023-09-20,South,105168,26709,20432,33552,6290,536073
2023-09-20,East,102487,19726,24151,39549,7882,561062
2023-09-20,West,62342,50542,67680,29914,8446,688768
2023-09-20,Central,90806,30245,26411,27333,7167,536711
2023-09-21,North,98770,44753,50788,20958,11962,699431
2023-09-21,South,128623,24252,70903,25954,3522,785403
2023-09-21,East,149785,31316,46623,14638,11023,759700
2023-09-21,West,125629,47371,74149,39147,2561,902828
2023-09-21,Central,102603,29162,42104,14675,5540,549340
2023-09-22,North,131974,25960,76768,29054,14328,833832
2023-09-22,South,76399,40791,20256,36661,3479,537717
2023-09-22,East,135382,52230,53439,22184,8677,808472
2023-09-22,West,131244,35216,53257,30822,14658,810144
2023-09-22,Central,126534,42467,59657,15929,3205,744666
2023-09-23,North,105106,56934,64674,10267,8660,741989
2023-09-23,South,80678,17754,71248,17069,10848,589906
2023-09-23,East,126218,57014,38066,5981,14132,671914
2023-09-23,West,113230,14078,65371,23472,2589,680298
2023-09-23,Central,124055,22853,52746,24336,6326,691701
2023-09-24,North,106373,14042,22460,30587,6904,530658
2023-09-24,South,81480,59052,57297,16656,11563,700477
2023-09-24,East,135230,24389,74273,32326,14766,848739
2023-09-24,West,118836,40425,54743,23510,13943,727474
2023-09-24,Central,122258,12575,23216,23975,8421,536999
2023-09-25,North,89986,49522,34267,14665,5759,572559
2023-09-25,South,74160,38179,29581,32097,12292,582620
2023-09-25,East,135595,44754,24515,30741,12076,729618
2023-09-25,West,129111,28624,42076,11437,10939,629285
2023-09-25,Central,114929,30350,64816,30185,10655,752155
2023-09-26,North,123506,36681,29776,15375,10945,586540
2023-09-26,South,84911,33988,74091,32107,7936,735554
2023-09-26,East,137127,25470,41947,35484,10774,723273
2023-09-26,West,81821,34704,22963,30835,4205,568995
2023-09-26,Central,125039,48736,73681,34743,6114,865050
2023-09-27,North,110535,39377,26786,35917,14342,657177
2023-09-27,South,134458,38572,33866,16424,6027,644005
2023-09-27,East,62175,17493,58968,14643,6816,509163
2023-09-27,West,104771,14103,52305,15310,9188,578749
2023-09-27,Central,136925,44844,37360,23951,13545,753432
2023-09-28,North,116358,12994,60113,31568,4808,699239
2023-09-28,South,67327,13744,52813,20233,5603,518384
2023-09-28,East,97057,57234,21193,18200,5913,559602
2023-09-28,West,56150,57291,24512,26548,3419,531638
2023-09-28,Central,54425,37332,74095,15532,4167,597500
2023-09-29,North,66032,15594,42666,28465,4144,462316
2023-09-29,South,52198,50299,36630,26291,4167,524626
2023-09-29,East,110500,17371,72371,35580,11752,768148
2023-09-29,West,103394,57315,28983,31149,11368,653124
2023-09-29,Central,70079,28028,20636,26346,11460,474428
2023-09-30,North,86220,45912,23775,15619,7891,502611
2023-09-30,South,91874,23990,22421,6766,13779,425498
2023-09-30,East,63859,56851,33025,8549,8536,509293
2023-09-30,West,100460,26626,29280,23693,3166,554551
2023-09-30,Central,81419,30469,56951,36922,5575,638819
2023-10-01,North,58705,50722,31351,39744,4841,591931
2023-10-01,South,92880,50037,69864,17165,3870,686397
2023-10-01,East,73236,17130,74997,28564,14121,669297
2023-10-01,West,137955,16828,58091,30301,12459,736113
2023-10-01,Central,135514,51612,75184,25765,4886,878335
2023-10-02,North,65358,56988,65656,12425,2159,679546
2023-10-02,South,149713,49099,50171,17857,9243,783485
2023-10-02,East,144914,56165,23644,32463,12850,763551
2023-10-02,West,126918,27883,36142,27444,5763,631757
2023-10-02,Central,64596,53059,27773,19205,14926,544212
2023-10-03,North,83572,28542,48466,5704,3055,522672
2023-10-03,South,128757,52932,30778,10452,2333,656044
2023-10-03,East,51279,20450,32501,8681,5596,383744
2023-10-03,West,113197,30423,67177,25522,9607,744754
2023-10-03,Central,112516,12035,22108,23300,11083,531033
2023-10-04,North,57083,54231,49369,14566,13179,610013
2023-10-04,South,67771,50745,56382,12501,14639,625910
2023-10-04,East,79975,27241,45818,6845,3362,473488
2023-10-04,West,95648,33154,30251,18230,2925,505141
2023-10-04,Central,98285,35625,43341,22754,7519,629473
2023-10-05,North,69063,54950,31678,39404,4443,588881
2023-10-05,South,117642,43066,34367,27564,12769,655915
2023-10-05,East,140093,43691,74431,37362,5980,939431
2023-10-05,West,136143,23331,49672,23227,9260,699677
2023-10-05,Central,87599,30690,24332,29760,12597,586137
2023-10-06,North,101920,29183,32002,34723,3419,585576
2023-10-06,South,78529,49346,40284,22215,13067,599435
2023-10-06,East,85954,14875,79949,10538,2059,627491
2023-10-06,West,77856,22254,35700,26699,4524,510787
2023-10-06,Central,52573,38621,33769,17454,5797,453370
2023-10-07,North,128344,20905,49318,26711,12851,697878
2023-10-07,South,85367,56121,44323,20059,14288,722711
2023-10-07,East,149608,25882,47610,6286,3578,704478
2023-10-07,West,110774,29041,26963,39297,14598,655515
2023-10-07,Central,73752,39098,73720,39645,9201,729205
2023-10-08,North,105029,52431,27838,31485,13297,666530
2023-10-08,South,67685,43709,65167,37267,2707,710066
2023-10-08,East,101693,44675,32243,32086,10165,664824
2023-10-08,West,105961,14837,47939,21484,7277,616469
2023-10-08,Central,126908,56448,21845,8087,3780,597035
2023-10-09,North,124532,34489,66710,23675,4413,772554
2023-10-09,South,131994,27627,36766,29680,13598,675905
2023-10-09,East,106133,15696,56880,22077,9750,663404
2023-10-09,West,147425,58994,32780,16432,4161,756475
2023-10-09,Central,111268,23543,68458,8491,13731,669664
2023-10-10,North,142201,22615,76221,8392,10800,783701
2023-10-10,South,88243,11466,72962,7268,2308,577913
2023-10-10,East,107384,40771,62856,33088,7439,755284
2023-10-10,West,81653,28350,21509,19479,6307,474612
2023-10-10,Central,76657,10375,43957,30465,4364,515490
2023-10-11,North,89952,43030,65172,27357,2184,704189
2023-10-11,South,72180,30746,54346,10969,7324,525169
2023-10-11,East,147432,32886,37263,13981,7483,697281
2023-10-11,West,128411,54348,71314,26032,2245,870292
2023-10-11,Central,51622,52904,66874,29408,10430,665157
2023-10-12,North,98756,42651,46148,29241,10183,672187
2023-10-12,South,90809,17833,51533,22402,7924,581018
2023-10-12,East,66725,11893,62608,30766,2519,566918
2023-10-12,West,111396,40573,76866,8657,5907,753627
2023-10-12,Central,101226,41371,32931,26230,2276,569875
2023-10-13,North,131182,50874,21359,23680,14220,679741
2023-10-13,South,132565,21826,73583,22158,7101,758594
2023-10-13,East,79402,44420,44532,24195,14501,651957
2023-10-13,West,54263,31924,40344,17979,10797,498184
2023-10-13,Central,146523,43367,72963,12867,6573,869575
2023-10-14,North,96828,31199,24242,20155,6603,467205
2023-10-14,South,97924,35868,40601,18006,6053,583961
2023-10-14,East,124182,18792,69232,9329,8812,692474
2023-10-14,West,143065,30597,39116,27551,12904,739653
2023-10-14,Central,109052,46405,76985,6404,8073,776362
2023-10-15,North,61664,42696,55477,6369,2141,556422
2023-10-15,South,85737,53123,71574,23448,13853,723451
2023-10-15,East,139563,25989,72793,29175,12561,829254
2023-10-15,West,79373,38931,50782,5716,3717,546949
2023-10-15,Central,86397,19290,65559,18850,14748,648159
2023-10-16,North,136145,48367,69819,6711,14957,834178
2023-10-16,South,88709,24342,38880,30801,9313,586246
2023-10-16,East,111120,34941,23499,26751,13619,584744
2023-10-16,West,69250,23945,51587,30173,12516,571749
2023-10-16,Central,71172,20762,64458,11086,12036,548332
2023-10-17,North,61555,40133,46020,16223,7714,510953
2023-10-17,South,137410,57080,78689,21220,2399,888687
2023-10-17,East,128617,50150,28080,18392,6763,640396
2023-10-17,West,103276,37052,43207,25051,12755,662081
2023-10-17,Central,107492,51750,53957,7246,11714,691083
2023-10-18,North,103002,29953,33908,25010,11526,575047
2023-10-18,South,139599,50475,50652,7822,12815,721807
2023-10-18,East,122355,27130,50344,29667,8255,701611
2023-10-18,West,141248,41086,75756,22234,2238,891298
2023-10-18,Central,74762,14633,45034,35654,5215,546279
2023-10-19,North,61046,27304,45788,14669,9541,504104
2023-10-19,South,146999,52037,32751,26784,5647,763251
2023-10-19,East,78769,42284,78255,34672,7408,771799
2023-10-19,West,103302,56546,67482,6082,11808,713262
2023-10-19,Central,73150,17008,53793,16148,8340,514135
2023-10-20,North,118247,58291,76937,32494,4429,890129
2023-10-20,South,54853,37405,79755,14557,5652,660245
2023-10-20,East,144613,46386,52839,19039,11913,806173
2023-10-20,West,139399,35373,58314,7303,8307,755597
2023-10-20,Central,71792,30827,55453,23281,11464,620733
2023-10-21,North,109129,43040,29385,27209,13331,624457
2023-10-21,South,124478,23007,76524,33173,7140,816720
2023-10-21,East,117298,28157,38232,30190,4878,679762
2023-10-21,West,81987,42157,63344,38012,3535,736190
2023-10-21,Central,65850,45315,54790,25191,10727,639406
2023-10-22,North,62112,45932,35831,7779,8254,498406
2023-10-22,South,74058,31164,75490,23230,2948,677405
2023-10-22,East,95420,24414,40125,28405,12834,608304
2023-10-22,West,88890,24327,65708,17803,5941,638272
2023-10-22,Central,116017,58344,37682,32825,11213,746320
2023-10-23,North,97304,10946,56870,18698,8603,565065
2023-10-23,South,82921,24693,37288,39560,10625,553104
2023-10-23,East,51524,37241,55794,20376,3403,535243
2023-10-23,West,65048,59658,79372,23118,9819,768365
2023-10-23,Central,85111,40254,59477,18117,5511,650650
2023-10-24,North,87904,25540,73863,27242,4935,709767
2023-10-24,South,104912,16719,44405,5944,6878,522096
2023-10-24,East,84008,51203,58737,36695,9506,800461
2023-10-24,West,50060,35081,22620,6511,9591,403388
2023-10-24,Central,124666,21350,55414,27502,14456,692188
2023-10-25,North,133559,46358,57633,29805,14996,850943
2023-10-25,South,105337,42021,76497,31993,7060,840864
2023-10-25,East,63350,52832,55057,13369,5333,552106
2023-10-25,West,74354,38369,60138,22997,3602,632575
2023-10-25,Central,95186,41728,33854,20629,10420,601944
2023-10-26,North,78145,27576,73024,36949,14714,728823
2023-10-26,South,84020,39001,29677,7840,14409,509738
2023-10-26,East,136123,27848,64111,19051,4196,756947
2023-10-26,West,125186,10390,44074,32523,13091,674495
2023-10-26,Central,135469,31999,37824,6774,2110,644861
2023-10-27,North,70581,55436,20765,18262,11436,528021
2023-10-27,South,138929,21569,65439,8871,8023,744386
2023-10-27,East,73051,23029,79782,13273,6159,608467
2023-10-27,West,101474,32490,51615,22229,12877,701718
2023-10-27,Central,141748,55875,68926,32385,13993,945331
2023-10-28,North,119626,45328,56860,34289,5867,786423
2023-10-28,South,56960,15867,32975,8260,11569,382256
2023-10-28,East,85772,25284,29341,37019,9641,545602
2023-10-28,West,71520,43979,48141,8145,7004,548577
2023-10-28,Central,99481,19121,32334,36753,11963,593985
2023-10-29,North,86408,11539,68845,12802,10204,577507
2023-10-29,South,144006,35488,35835,7263,9077,656509
2023-10-29,East,107134,27027,46548,31913,14526,661836
2023-10-29,West,70491,18693,55434,13155,5261,496459
2023-10-29,Central,51341,18921,45039,5922,2662,371103
2023-10-30,North,94623,20310,52530,11695,13284,567633
2023-10-30,South,140327,55512,58736,25672,10885,852905
2023-10-30,East,50338,40908,60409,24014,5390,594511
2023-10-30,West,121431,14386,38565,12816,11373,590523
2023-10-30,Central,62254,42263,29834,30743,5018,532638
2023-10-31,North,101860,38412,56656,33539,11696,756738
2023-10-31,South,61344,27303,20840,35102,3902,467053
2023-10-31,East,51750,22242,33873,16633,6171,383616
2023-10-31,West,104756,57025,51568,28384,2328,736555
2023-10-31,Central,117957,18947,30846,8512,11631,563759
2023-11-01,North,108053,56714,25899,11066,8295,588298
2023-11-01,South,120855,15930,40502,36500,5846,688455
2023-11-01,East,65896,48170,20565,18207,14359,475608
2023-11-01,West,105761,58785,58773,25106,2224,727217
2023-11-01,Central,112552,10507,61924,19322,4520,632318
2023-11-02,North,127454,11436,63242,39828,10064,782368
2023-11-02,South,140600,37151,29187,24418,5714,709861
2023-11-02,East,77935,21618,27226,7387,4407,373705
2023-11-02,West,87641,18750,62147,13031,8683,603480
2023-11-02,Central,79711,26122,58658,6799,2810,559554
2023-11-03,North,120342,17354,65881,38895,8752,796105
2023-11-03,South,62182,54062,24311,29914,5117,476394
2023-11-03,East,137833,40979,64214,19635,6773,839780
2023-11-03,West,106276,30900,76888,12535,5290,729212
2023-11-03,Central,69541,23840,61616,7808,14578,557493
2023-11-04,North,144457,47167,72134,18055,4251,883653
2023-11-04,South,132310,15037,45689,32605,6661,645984
2023-11-04,East,94813,38633,26083,31665,12721,613832
2023-11-04,West,87198,34495,32598,37767,6606,644766
2023-11-04,Central,58820,25848,36940,9297,11115,399750
2023-11-05,North,74070,46483,72171,25943,8421,719662
2023-11-05,South,119768,57645,46880,38216,5052,804484
2023-11-05,East,61122,17837,22580,10008,10207,359207
2023-11-05,West,130559,44069,77298,26277,13788,895862
2023-11-05,Central,123543,17370,66612,21820,12595,715545
2023-11-06,North,133441,16411,77395,11012,6451,744658
2023-11-06,South,91786,49133,62321,27253,6925,770264
2023-11-06,East,144934,40499,29386,34202,14202,757610
2023-11-06,West,149804,40225,73171,34236,4646,924351
2023-11-06,Central,56737,58217,39522,6620,11293,506046
2023-11-07,North,86062,10692,46224,38716,13167,620749
2023-11-07,South,104237,38926,34635,14319,11282,584252
2023-11-07,East,101571,44246,20671,21575,4906,513671
2023-11-07,West,75510,49164,53545,17204,3746,626557
2023-11-07,Central,69426,18448,74079,16952,6309,611313
2023-11-08,North,87265,53390,46855,22787,11912,663354
2023-11-08,South,67850,59593,55790,38872,2448,667868
2023-11-08,East,116150,20073,71012,34376,5012,742657
2023-11-08,West,137312,45414,72291,5548,13696,813193
2023-11-08,Central,139613,15209,66585,16640,3568,718567
2023-11-09,North,124910,16533,34260,31437,13378,644532
2023-11-09,South,102375,31061,21074,27145,5491,551239
2023-11-09,East,85435,17211,62676,12903,12738,577844
2023-11-09,West,146443,19927,29475,23168,14997,626890
